id,name,type,typeLabel,kind,camp,campLabel,chapters,chapterStart,chapterEnd,chapterCount,degree,score,isTrunk,aliases,description
entity:character_孫夫人,孫夫人,character,人物,entity,mixed,混合,54;55;56,54,56,3,15,60,true,吳侯之妹|夫人|小妹|幼女|郡主,孫權之妹，周瑜計策中被用作招親名義，後與劉備結親。；孫權之妹，劉備之妻，性好武事；在劉備逃歸途中多次喝退吳將。；孫權之妹，已嫁劉備，本章隨玄德車馬在山頂。
entity:army_曹操大軍,曹操大軍,army,軍隊,entity,wei,曹魏,10;19;24;41;44,10,44,5,15,50,true,操兵|操大軍|曹兵|曹營|曹軍|百萬之眾,曹操討黃巾、攻徐州所率軍隊。；曹操親自統領攻徐州、圍下邳的主力軍。；曹操東征小沛、攻徐州的軍隊。
entity:character_蔣欽,蔣欽,character,人物,entity,mixed,混合,15;44;45;49;50;51;55;56,15,56,8,15,80,true,公奕,九江壽春人，原聚眾江中，投孫策後屢立戰功。；江東將領，被周瑜編為第二隊。；被周瑜任為右翼，三江口戰中衝擊曹軍。
entity:location_襄陽,襄陽,location,地點,entity,mixed,混合,7;27;34;35;36;37;39;40;41;42;47;50;51;52;53;57,7,57,16,15,94,true,襄陽城,劉表城池，蔡瑁由此出軍，孫堅後圍攻此城。；廖化自稱本籍。；蔡瑁設宴謀害劉備的會集地。
entity:character_劉琮,劉琮,character,人物,entity,mixed,混合,34;40;41;43,34,43,4,14,62,true,次子劉琮|琮,劉表之子，與劉琦在襄陽接待劉備。；劉表次子，被蔡氏勢力立為荊州之主，後寫降書獻曹操。；據襄陽不出迎劉備，降曹後被遷青州並遭殺害。
entity:location_新野,新野,location,地點,entity,mixed,混合,34;35;36;37;38;39;40;41;43,34,43,9,14,64,true,新野縣|縣中,劉表讓劉備屯紮之地，劉備後奔回此處。；劉備駐地；單福來投、二呂進攻與曹仁再征的目標。；劉備屯駐之地，曹仁意欲攻打，徐庶在此告別。
entity:army_曹操軍,曹操軍,army,軍隊,entity,mixed,混合,1;6;59,1,59,3,14,40,true,操兵|操軍|曹兵|馬步軍五千,曹操受任後率領赴潁川助戰的軍隊。；曹操率領追擊董卓的萬餘兵馬，滎陽大敗後殘兵五百餘人回河內。；曹操麾下軍隊，在渭河、河西、長安一帶與西涼兵作戰。
entity:character_李肅,李肅,character,人物,entity,mixed,混合,3;5;9,3,9,3,14,58,true,肅|騎都尉,虎賁中郎將，與呂布同鄉，奉董卓命以赤兔、金珠說降呂布。；董卓軍將領，隨華雄赴關，獻夜襲孫堅之計。；奉計往郿塢假傳禪位詔，參與殺董；後戰牛輔失利，被呂布斬首。
entity:location_樊城,樊城,location,地點,entity,mixed,混合,7;35;36;40;41;43,7,43,6,14,52,true,,黃祖敗後放棄的城池。；曹仁、李典與二呂屯兵之處，作為窺伺荊襄的據點。；曹仁屯兵之城，後被關羽襲取，劉備入城安民。
entity:strategy_火攻,火攻,strategy,策略,entity,mixed,混合,1;46;47;48;49;50,1,50,6,14,52,true,放火|火計|長社火攻,皇甫嵩、朱儁利用草營與大風縱火破敵。；周瑜、孔明、黃蓋皆指向的破曹方法。；龐統指出破曹兵必須使用的攻擊方式。
entity:character_臧霸,臧霸,character,人物,entity,mixed,混合,11;12;17;18;19;20;22,11,22,7,14,74,true,宣高,呂布麾下健將，與樂進交戰，後阻擊曹操。；呂布部將，在濮陽城中夾攻曹操。；呂布將領，與張遼出瑯琊敵雷薄。
entity:character_蔡和,蔡和,character,人物,entity,mixed,混合,46;47;49,46,49,3,14,58,true,和,蔡瑁族弟、曹軍副將，受曹操密命與蔡中一同詐降東吳。；與蔡中同為曹操探聽東吳消息者，被闞澤、甘寧設局誤導。；降曹相關人物，被周瑜指為詐降並斬首祭旗。
entity:character_貂蟬,貂蟬,character,人物,entity,lords,群雄,8;9;16;19,8,19,4,14,62,true,蟬,王允府中歌伎，被王允以親女待之，奉命周旋於董卓、呂布之間。；被董卓寵愛並牽動呂布怨恨的人物，後由呂布在郿塢取回。；呂布之妾，本章交代其無所出。
entity:character_郭圖,郭圖,character,人物,entity,mixed,混合,22;26;28;30;31;32;33,22,33,7,14,74,true,,袁紹謀士，主張先數曹操之惡、馳檄各郡，使討曹名正言順。；袁紹謀士，與審配入見袁紹，指稱劉備佯裝不知關羽。；先疑劉備不返，後勸袁紹聯孫策共攻曹操。
entity:character_高順,高順,character,人物,entity,mixed,混合,11;12;14;15;16;17;18;19,11,19,8,14,78,true,順,呂布部將，率軍攻入西寨，迫使曹操棄寨。；呂布部將，守濮陽、定陶，後保護呂布家小棄城。；呂布部將，隨呂布襲取徐州。
entity:character_黃忠,黃忠,character,人物,entity,mixed,混合,53;56;60,53,60,3,14,58,true,漢升|黃漢升,長沙老將，弓刀皆精，與關羽交戰後歸降劉備。；參與伏擊周瑜，後從公安一路殺來。；劉備入川軍中前部將領。
entity:character_丁奉,丁奉,character,人物,entity,mixed,混合,49;50;51;55;56,49,56,5,13,64,true,,東吳護軍校尉，受周瑜命率人追殺諸葛亮，後為周瑜左右護衛。；東吳將領，隨周瑜大隊船隻參戰。；東吳將領，任蔣欽副將，以詐敗誘牛金入陣，並救周瑜。
entity:character_徐盛,徐盛,character,人物,entity,mixed,混合,49;50;51;55;56,49,56,5,13,64,true,,東吳護軍校尉，受命水路追諸葛亮，被趙雲射斷船篷阻住。；東吳將領，隨周瑜大隊船隻參戰。；東吳將領，任蔣欽副將，救出中箭的周瑜，後參與夜伏。
entity:character_田豐,田豐,character,人物,entity,mixed,混合,7;22;24;25;30;31,7,31,6,13,68,true,豐,袁紹部下，分掌州事，磐河之戰中勸袁紹躲避。；袁紹謀士，反對立即興大軍，主張先獻捷天子、屯黎陽、備舟楫軍器。；袁紹謀士，引見孫乾並勸袁紹趁許昌空虛出兵。
entity:character_許攸,許攸,character,人物,entity,mixed,混合,7;22;30;32;33,7,33,5,13,64,true,南陽許攸|子遠,袁紹任命分掌冀州州事的人物之一。；袁紹部下謀士之一，參與起兵議論，後因不滿審配領兵而軍中不和。；原為袁紹謀士，因不被採納而投曹，獻烏巢劫糧計。
entity:character_顏良,顏良,character,人物,entity,lords,群雄,5;6;7;22;25;26;28,5,28,7,13,72,true,良,袁紹上將，當時未至。；袁紹部將，在爭璽衝突中拔劍。；袁紹麾下名將，斬耿武，於磐河之戰領弓弩手。
entity:faction_劉備軍,劉備軍,faction,勢力,entity,mixed,混合,11;14;17;36;39;40;45;50;51;52;53;55,11,55,12,12,72,true,劉玄德勢力|平原軍|徐州兵|玄德一軍|玄德軍|玄德軍馬|荊州劉備方,劉備所統軍隊，先救北海，再援徐州，後屯小沛。；劉備統率的徐州軍，奉詔討袁術。；劉備所統兵馬，合攻壽春南面，後屯小沛。
entity:faction_曹軍,曹軍,faction,勢力,entity,wei,曹魏,45;49;50;52;53,45,53,5,12,44,true,北軍|曹兵|曹操軍|江北百萬之眾,曹操所率大軍，水戰初敗，後立水寨練水軍。；曹操統率的軍隊，屯於江北與水寨，為火攻目標。；曹操所統軍隊，在赤壁遭火攻大敗，逃亡中死傷甚多。
entity:location_江夏,江夏,location,地點,entity,mixed,混合,2;7;23;34;38;39;40;41;42;43;44;45;52;56,2,56,14,12,80,true,,孫堅討區星後報捷，江夏平定。；黃祖所部兵源，張虎亦稱江夏張虎。；劉表遣禰衡去見黃祖之地。
entity:character_蔡中,蔡中,character,人物,entity,mixed,混合,46;47;49;50,46,50,4,12,58,true,,蔡瑁族弟、曹軍副將，受曹操密命詐降東吳。；曹操方面在東吳探聽消息者，與蔡和密報黃蓋受刑及甘寧內應假象。；與蔡和同在水寨，後被甘寧帶往南岸行動。
entity:character_韓暹,韓暹,character,人物,entity,mixed,混合,13;14;17,13,17,3,12,54,true,暹|白波帥韓暹,故白波帥之一，奉密詔來救應，後受封徵東將軍。；白波帥，與楊奉同阻曹操遷駕，敗後投奔袁術。；袁術降將，七路之一攻下邳，後受陳登策反，與楊奉反戈，後被劉備設宴殺死。
entity:character_劉闢,劉闢,character,人物,entity,mixed,混合,26;27;28;31,26,31,4,11,56,true,劉儻,汝南黃巾，收留孫乾，與龔都歸順袁紹並助攻曹。；與龔都復奪汝南，遣孫乾往河北結好袁紹。；在汝南接關公，後與龔都遣人請劉備駐汝南。
entity:faction_十常侍,十常侍,faction,勢力,entity,wei,曹魏,1;2;3,1,3,3,11,34,true,中官|宦官|張讓等十人|閹官|閹宦|閹豎|黃門常侍,張讓、趙忠、曹節等宦官結黨弄權。；把持朝政、賣官鬻爵、索賄罷官的宦官集團。；以張讓等為核心的宦官集團，殺何進並劫駕。
entity:army_十隊伏兵,十隊伏兵,army,軍隊,entity,wei,曹魏,31,31,31,1,11,26,true,十面伏兵,曹操依程昱計所設左右各五隊伏兵。
entity:character_呂曠,呂曠,character,人物,entity,mixed,混合,32;33;35,32,35,3,11,52,true,,袁尚先鋒，後與呂翔降曹，封列侯。；袁氏降將，被曹操、荀攸用於壺關詐降計。；曹操降將；與呂翔請兵攻劉備，在新野前戰被趙雲刺死。
entity:character_呂翔,呂翔,character,人物,entity,mixed,混合,32;33;35,32,35,3,11,52,true,,呂曠之弟，先隨袁尚，後降曹並招降馬延、張類。；袁氏降將，與呂曠同入壺關誘高幹出戰。；曹操降將；與呂曠率五千兵攻新野，敗走時被張飛刺死。
entity:character_張纮,張纮,character,人物,entity,mixed,混合,15;29;38;44;53,15,53,5,11,60,true,子綱,廣陵名士，被孫策聘為參謀正議校尉。；孫策遣往許昌獻捷，後勸曹操勿乘喪伐江南，回吳與張昭同理政事。；孫權命其延接四方賓客。
entity:character_張郃,張郃,character,人物,entity,mixed,混合,30;31;41;42;48;50;56;58,30,58,8,11,72,true,張邰|河間張郃,袁將，後與高覽投降曹操，被封偏將軍、都亭侯。；曹將，參與倉亭伏兵，後截擊劉備，被趙雲、關羽等擊退。；曹軍將領，遇趙雲後退。
entity:character_張魯,張魯,character,人物,entity,mixed,混合,16;21;34;59;60,16,60,5,11,60,true,師君|魯,陳登轉述曹操話中列為漢中勢力。；劉備論英雄時提出的人物，被曹操視為不足掛齒。；劉表所憂慮的外部威脅之一。
entity:character_文聘,文聘,character,人物,entity,mixed,混合,34;41;42;48;49;50;56,34,56,7,11,68,true,文仲業,被蒯越安排與王威另設席，以牽制趙雲。；阻止魏延迎劉備，後在追擊中攔住劉備又羞退。；引軍追趕趙雲至長坂橋。
entity:character_甘夫人,甘夫人,character,人物,entity,shu,劉蜀,22;25;26;28;34;41;42;54,22,54,8,11,72,true,二夫人|二嫂,玄德夫人之一，小沛人，被安置於下邳。；劉備夫人之一，關公奉護至許昌。；劉備夫人之一，追問關羽是否得知劉備音信。
entity:character_袁熙,袁熙,character,人物,entity,mixed,混合,31;32;33,31,33,3,11,52,true,顯奕,袁紹次子，出守幽州，率幽州兵助戰，倉亭敗後受箭傷。；袁氏成員，曾領軍至黎陽城外，後辭去。；袁氏子弟，甄氏原夫，與袁尚逃往遼東後被公孫康殺害。
entity:location_許昌,許昌,location,地點,entity,mixed,混合,24;25;29;30;32;34;36;37;39;44;50;56;57;58,24,58,14,11,78,true,許都,曹操根據地，田豐認為曹操東征時空虛。；曹操班師所歸之地，也是劉延告急與袁紹欲攻之目標。；曹操所在，張纮往獻捷，袁紹後欲攻取。
entity:location_許都,許都,location,地點,entity,mixed,混合,14;16;17;18;19;20;21;22;23;26;28;29;30;31;33;34;35;48;50;51;56;59;60,14,60,23,11,114,true,京師|許|許昌|都,曹操建議並實行遷駕的新都。；曹操所在，劉備投奔之地，韓胤也被解送至此。；曹操所在與朝廷所在，韓胤、李傕族屬皆解赴此處。
entity:character_陳武,陳武,character,人物,entity,wu,東吳,15;49;50;51;55,15,55,5,11,60,true,子烈,廬江松滋人，接應周瑜入曲阿，後為孫策先鋒。；東吳軍官，率第四隊戰船接應黃蓋。；東吳將領，與周泰軍自赤壁東邊殺來。
entity:character_陳珪,陳珪,character,人物,entity,lords,群雄,16;17;19;21,16,21,4,11,56,true,珪,陳登之父，勸呂布勿與袁術結親，並建議解韓胤赴許都。；陳登之父，為呂布所擒，後勸不留韓暹、楊奉於徐州。；陳登之父，奉呂布命守徐州，實際與陳登圖謀背呂布。
entity:character_魏延,魏延,character,人物,entity,mixed,混合,41;53;56;60,41,60,4,11,56,true,延|文長,在襄陽開門迎劉備，與文聘交戰後投長沙韓玄。；義陽人，救黃忠、獻長沙，後被孔明警告。；參與伏擊周瑜，後從孱陵小路殺來。
entity:location_下邳,下邳,location,地點,entity,mixed,混合,17;19;22;24;25,17,25,5,10,40,true,下邳城|邳城,韓暹攻取目標，陳登在其道上候韓暹。；呂布最後據守之城，遭曹操圍攻、決水淹城後失陷。；玄德採納孫乾建議後，命雲長守備並安置甘、糜二夫人。
entity:character_凌統,凌統,character,人物,entity,wu,東吳,38;39;44;49;50;51;56,38,56,7,10,66,true,公績,凌操之子，父死後奮力奪屍而歸。；凌操之子，席間欲向甘寧報父仇，被孫權勸止。；江東將領，被周瑜編為第三隊。
entity:character_劉曄,劉曄,character,人物,entity,mixed,混合,10;12;14;23;30;41,10,41,6,10,62,true,子陽,淮南成德人，由郭嘉推薦，後薦滿寵、呂虔。；曹操謀士，提醒濮陽有詐並建議分軍接應，後勸追擊呂布。；曹操定許都後任司空倉曹掾。
entity:location_南郡,南郡,location,地點,entity,mixed,混合,50;51;52;56;58,50,58,5,10,40,true,南郡城,曹操逃至安歇之地，曹仁受命保全。；本章爭奪核心城池，先由曹仁守，後為趙雲奉諸葛亮令取得。；周瑜欲奪回、孔明已襲得之地。
entity:character_呂蒙,呂蒙,character,人物,entity,mixed,混合,38;44;49;50;51;56,38,56,6,10,62,true,子明|蒙,平北都尉，報告甘寧來降，沔口之戰中燒船並斬陳就。；江東將領，參與見周瑜議事，後與太史慈列第四隊。；東吳將領，受命率三千兵到烏林接應甘寧並焚曹操寨柵。
entity:character_少帝,少帝,character,人物,entity,mixed,混合,3;4,3,4,2,10,46,true,今上|天子|太子|帝|弘農王|皇帝,被張讓、段珪劫持，逃至北邙山後被尋回；董卓欲廢之。；被董卓廢為弘農王，囚於永安宮，後被李儒逼死。
entity:character_張角,張角,character,人物,entity,neutral,未分類,1;2;28,1,28,3,10,50,true,大賢良師|天公將軍|太平道人,鉅鹿人，得《太平要術》，發動黃巾起事。；黃巾首領，至皇甫嵩到時已死，棺被發、屍首被戮。；黃巾首領，裴元紹自稱其部將。
entity:character_徐母,徐母,character,人物,entity,mixed,混合,36;37,36,37,2,10,46,true,老夫人|老母,徐庶之母，被曹操誘至許昌；斥責曹操，後被程昱利用筆跡偽書。；徐庶之母，責徐庶棄劉備赴曹操，後自縊。
entity:army_曹操水軍,曹操水軍,army,軍隊,entity,wei,曹魏,45;47;48,45,48,3,10,32,true,北兵|北軍水軍|曹軍水寨水軍|水軍,曹操在三江口受挫後，由蔡瑁、張允訓練的水軍。；曹操麾下水上軍隊，因不服水土與舟船顛簸而多病。；曹操麾下連鎖戰船部隊，分五色旗號操練。
entity:army_曹軍,曹軍,army,軍隊,entity,wei,曹魏,25;28;31;32;33;46;57,25,57,7,10,48,true,操兵|曹兵|曹操大軍|曹操水軍,曹操所統軍隊，攻下邳、圍土山、救白馬。；蔡陽所帶來的曹操軍隊。；曹操所率軍隊，在倉亭、汝南、穰山等處作戰。
entity:character_楊彪,楊彪,character,人物,entity,mixed,混合,3;6;13;20;60,3,60,5,10,58,true,楊公,太尉，與王允等迎接車駕。；司徒，反對董卓遷都長安。；太尉，向獻帝獻離間李傕、郭汜之計，後多次護主。
entity:character_樊稠,樊稠,character,人物,entity,lords,群雄,3;5;9;10,3,10,4,10,54,true,,隨董卓帶兵往洛陽。；隨董卓守虎牢關。；董卓部將之一，與張濟分路進犯長安。
entity:character_焦觸,焦觸,character,人物,entity,mixed,混合,33;41;48,33,48,3,10,50,true,烏桓觸,袁熙部將，後倒戈降曹，並聚幽州眾官議背袁向曹。；袁紹降將之一，在前截趙雲去路。；曹軍將領，請戰突襲江南水寨，被韓當刺死。
entity:character_韓馥,韓馥,character,人物,entity,lords,群雄,5;7,5,7,2,10,46,true,,冀州刺史，諸侯之一，派潘鳳戰華雄。；冀州牧，先資助袁紹糧草，後讓冀州於袁紹，被奪權後投張邈。
entity:character_伊籍,伊籍,character,人物,entity,shu,劉蜀,34;40;52,34,52,3,9,48,true,機伯,荊州幕賓，兩次向劉備告警蔡瑁之謀。；受劉琦差遣赴新野報信，勸劉備借弔喪擒劉琮。；向劉備建議求賢，並引出馬良。
